WTeamID,LTeamID,MOV,WLoc
1186,1339,11,A
1227,1416,20,H
1256,1388,14,N
1287,1464,16,H
1354,1212,1,N
1363,1365,9,A
1387,1356,3,A
1398,1224,20,N
1104,1121,27,H
1106,1274,17,A
1110,1203,5,H
1113,1319,17,A
1114,1388,22,N
1141,1152,4,A
1147,1273,31,H
1153,1173,2,H
1156,1267,13,A
1171,1263,6,A
1179,1411,7,H
1184,1251,1,H
1191,1293,24,H
1192,1310,15,A
1199,1378,6,A
1200,1371,5,A
1206,1347,20,A
1210,1208,3,H
1221,1130,11,A
1224,1416,16,N
1225,1381,21,H
1227,1398,8,H
1228,1396,17,H
1231,1431,3,A
1232,1139,5,H
1235,1320,12,H
1239,1420,15,H
1241,1291,11,H
1242,1337,25,H
1249,1322,15,H
1257,1307,29,H
1271,1149,1,A
1276,1266,9,A
1277,1178,29,H
1278,1243,1,A
1280,1309,7,A
1281,1133,9,H
1282,1442,11,H
1283,1197,27,H
1285,1161,3,H
1296,1226,18,H
1314,1177,19,H
1332,1305,8,H
1333,1211,21,A
1338,1352,17,H
1343,1353,5,H
1360,1372,26,H
1374,1426,5,H
1385,1264,16,H
1389,1382,27,H
1390,1362,21,H
1391,1215,2,H
1393,1406,30,H
1397,1279,4,H
1399,1151,5,A
1400,1196,11,H
1401,1254,3,N
1405,1222,2,H
1409,1329,15,H
1410,1402,11,H
1414,1361,13,H
1418,1108,8,H
1419,1238,6,A
1424,1334,14,A
1427,1311,21,A
1428,1451,2,A
1435,1412,13,H
1437,1180,17,H
1439,1452,7,H
1453,1129,30,A
1460,1109,6,A
1462,1434,32,A
1171,1401,13,N
1256,1114,11,N
1263,1254,12,H
1265,1193,7,H
1323,1417,2,H
1364,1186,5,H
1104,1149,31,H
1116,1126,30,H
1117,1184,4,A
1132,1277,2,A
1153,1380,11,H
1155,1150,25,A
1156,1292,2,A
1161,1168,29,H
1166,1282,20,A
1222,1318,4,A
1227,1226,10,H
1234,1180,9,H
1253,1317,18,H
1257,1122,34,H
1260,1151,2,A
1307,1147,17,H
1308,1403,6,A
1319,1426,5,H
1325,1464,1,A
1326,1352,27,H
1338,1182,5,H
1345,1455,8,A
1379,1267,2,A
1384,1406,20,H
1390,1365,15,A
1397,1376,7,A
1427,1391,16,A
1428,1429,6,H
1457,1224,3,A
1462,1183,32,H
1103,1354,26,H
1112,1274,30,H
1113,1171,11,H
1139,1339,26,H
1186,1360,15,A
1190,1301,10,A
1199,1359,38,H
1210,1157,27,H
1218,1442,19,H
1245,1229,4,H
1246,1202,31,H
1249,1351,13,H
1258,1333,4,A
1279,1270,4,H
1280,1187,9,A
1287,1311,6,H
1288,1134,4,A
1296,1405,5,H
1329,1411,2,H
1334,1362,6,A
1337,1414,10,H
1364,1332,16,H
1378,1121,22,H
1381,1460,18,H
1399,1358,10,A
1417,1110,15,H
1420,1203,3,H
1436,1217,5,A
1448,1423,5,H
1452,1241,16,H
1122,1133,5,A
1161,1124,19,H
1173,1177,11,A
1198,1209,6,H
1201,1365,2,A
1207,1439,33,H
1208,1239,29,H
1228,1281,8,N
1261,1322,10,H
1266,1152,32,H
1272,1309,4,H
1277,1191,14,A
1278,1449,17,H
1283,1126,34,H
1345,1143,5,H
1350,1330,7,H
1352,1347,18,H
1374,1150,8,A
1375,1106,43,H
1387,1443,12,A
1388,1285,6,H
1391,1180,10,H
1397,1441,26,H
1401,1221,3,N
1427,1204,4,A
1429,1451,18,H
1431,1166,11,H
1438,1433,17,A
1109,1186,9,H
1117,1292,15,A
1140,1321,1,H
1141,1111,8,N
1149,1134,7,A
1151,1379,3,H
1181,1172,45,A
1185,1156,6,A
1260,1414,6,A
1286,1395,14,H
1301,1421,40,H
1305,1360,19,A
1308,1358,18,H
1310,1383,14,A
1323,1434,27,H
1326,1376,13,H
1330,1433,10,N
1344,1130,19,H
1349,1341,22,H
1361,1402,14,N
1399,1120,2,N
1400,1440,24,H
1401,1198,24,A
1412,1336,23,H
1438,1350,12,A
1448,1104,2,H
1451,1317,27,H
1457,1354,17,H
1461,1249,8,A
1464,1311,4,H
1111,1311,17,N
1141,1464,1,A
1166,1288,15,H
1178,1171,13,N
1179,1227,7,H
1180,1416,11,A
1190,1187,6,N
1199,1391,9,H
1218,1356,13,N
1221,1209,7,N
1239,1197,15,H
1242,1113,23,H
1246,1339,17,H
1247,1437,1,H
1264,1447,16,H
1268,1206,18,N
1270,1212,8,H
1307,1263,31,H
1323,1248,15,H
1333,1129,34,H
1334,1285,3,H
1336,1402,25,N
1362,1145,11,H
1380,1114,9,A
1389,1265,8,H
1390,1159,11,H
1406,1259,8,A
1408,1410,8,H
1409,1126,12,H
1411,1319,15,H
1412,1361,45,H
1418,1153,1,N
1420,1287,6,H
1462,1343,7,N
1116,1440,31,H
1123,1139,21,H
1133,1204,8,H
1143,1140,22,H
1153,1339,22,N
1159,1109,3,A
1161,1317,23,H
1164,1165,7,N
1173,1275,16,H
1177,1266,9,H
1179,1288,18,H
1181,1449,10,H
1191,1373,5,H
1196,1378,37,H
1202,1437,4,H
1216,1193,12,H
1218,1442,16,N
1228,1453,24,H
1231,1235,49,H
1245,1156,3,A
1263,1171,1,N
1272,1238,23,H
1276,1371,5,N
1277,1185,14,H
1278,1296,19,H
1283,1461,26,H
1286,1372,12,H
1292,1108,9,H
1307,1178,27,H
1314,1243,16,N
1328,1258,15,A
1343,1145,14,N
1344,1428,11,H
1363,1226,8,H
1364,1131,21,H
1375,1309,12,H
1385,1310,32,H
1387,1160,5,H
1396,1386,20,H
1400,1374,6,A
1405,1338,6,H
1417,1168,12,H
1418,1246,3,A
1424,1234,17,H
1425,1384,3,H
1431,1358,23,H
1435,1359,24,H
1451,1381,1,H
1455,1201,20,H
1462,1362,16,A
1187,1165,22,N
1206,1164,15,N
1424,1253,20,H
1120,1298,14,N
1143,1162,37,H
1210,1287,22,N
1229,1150,7,N
1231,1455,21,N
1233,1388,4,A
1247,1326,12,N
1250,1274,24,N
1256,1337,3,N
1281,1272,6,A
1301,1199,18,N
1307,1187,37,H
1314,1246,11,N
1320,1305,1,A
1328,1241,33,H
1332,1318,3,N
1333,1131,20,N
1338,1329,11,N
1344,1134,41,H
1361,1310,11,H
1371,1348,6,N
1379,1137,7,N
1380,1173,9,A
1385,1224,12,H
1389,1334,1,N
1401,1260,3,N
1417,1201,9,A
1437,1155,2,N
1449,1406,5,H
1452,1130,4,N
1112,1336,19,H
1113,1264,22,H
1130,1274,9,N
1131,1337,3,N
1132,1139,8,A
1137,1298,5,N
1150,1318,9,N
1153,1166,2,N
1155,1310,20,N
1181,1179,24,N
1199,1348,19,N
1208,1458,1,N
1210,1338,19,N
1218,1362,13,H
1222,1157,3,N
1231,1400,28,N
1239,1121,29,H
1243,1122,32,N
1253,1220,20,H
1301,1371,3,N
1308,1411,21,H
1326,1309,8,A
1329,1287,7,N
1332,1229,2,N
1333,1256,1,N
1345,1448,14,N
1350,1381,12,A
1353,1439,11,N
1360,1443,6,H
1376,1431,3,A
1378,1441,11,H
1379,1120,11,N
1393,1248,21,H
1395,1341,25,H
1418,1111,8,H
1425,1148,24,H
1429,1428,2,H
1437,1361,5,A
1440,1135,23,N
1449,1275,16,H
1452,1250,11,N
1453,1152,21,H
1455,1260,16,N
1457,1109,4,A
1463,1198,11,A
1104,1233,39,N
1106,1349,3,N
1112,1345,19,H
1113,1208,1,H
1129,1134,14,H
1143,1165,33,H
1150,1131,5,N
1151,1382,14,H
1157,1441,4,N
1161,1314,11,N
1163,1386,25,H
1166,1179,6,N
1168,1292,8,N
1175,1135,5,N
1181,1153,12,N
1186,1388,25,H
1200,1397,8,A
1204,1224,20,N
1207,1320,34,N
1218,1353,17,H
1222,1378,9,A
1225,1245,5,N
1228,1212,24,N
1242,1410,20,N
1249,1372,19,H
1256,1229,21,N
1269,1160,7,N
1272,1123,3,N
1277,1363,27,H
1280,1174,1,N
1291,1440,9,H
1293,1427,6,N
1321,1456,25,N
1328,1317,53,N
1333,1332,3,N
1336,1448,4,N
1337,1318,26,N
1343,1114,3,N
1356,1102,15,N
1365,1335,17,H
1373,1110,8,N
1375,1267,3,H
1376,1243,2,N
1385,1172,18,H
1390,1282,20,N
1409,1117,12,N
1412,1306,29,H
1423,1182,18,N
1426,1405,4,A
1431,1122,10,H
1439,1362,1,N
1450,1325,3,N
1458,1264,15,N
1460,1436,9,H
1461,1419,9,N
1104,1365,16,A
1114,1363,10,N
1117,1317,5,N
1121,1209,8,H
1123,1212,23,N
1124,1341,30,H
1145,1178,13,H
1153,1353,8,N
1156,1418,8,H
1161,1269,26,N
1163,1280,16,H
1166,1439,5,N
1173,1133,37,H
1174,1386,18,N
1177,1198,24,A
1179,1362,14,N
1181,1218,12,A
1183,1286,9,A
1186,1275,23,H
1191,1359,13,A
1192,1351,5,H
1193,1211,2,H
1201,1220,21,H
1202,1354,6,H
1203,1206,13,H
1216,1217,8,A
1224,1436,3,N
1225,1134,31,N
1228,1272,12,N
1233,1335,3,N
1234,1284,9,H
1242,1390,22,N
1245,1129,14,A
1248,1119,10,H
1257,1246,7,A
1258,1310,35,H
1261,1215,34,H
1268,1108,19,H
1276,1185,20,H
1277,1343,2,H
1278,1464,34,H
1279,1358,26,A
1293,1249,7,A
1304,1447,21,H
1305,1350,12,H
1307,1406,28,H
1314,1160,5,N
1323,1139,32,H
1325,1200,6,N
1328,1409,21,N
1330,1241,4,H
1344,1421,14,H
1349,1306,5,N
1352,1263,16,A
1356,1151,17,A
1360,1162,27,H
1361,1148,10,H
1373,1347,2,N
1374,1408,3,H
1380,1152,8,A
1381,1226,2,A
1382,1102,16,N
1387,1232,19,H
1395,1187,22,H
1397,1450,1,H
1400,1391,20,A
1403,1322,12,H
1405,1182,11,H
1410,1282,7,N
1412,1106,33,H
1417,1190,49,H
1419,1292,11,N
1423,1426,2,N
1425,1319,27,H
1427,1372,13,N
1428,1389,18,H
1429,1451,2,A
1435,1321,1,H
1453,1296,4,H
1460,1204,3,H
1461,1168,18,N
1462,1132,15,H
1463,1416,12,A
1116,1175,42,H
1266,1288,24,H
1348,1259,20,H
1405,1290,37,H
1424,1116,8,H
1109,1165,9,H
1112,1143,1,H
1117,1288,16,H
1133,1260,21,H
1179,1341,2,H
1180,1254,10,H
1185,1160,23,H
1199,1375,3,A
1202,1263,11,A
1207,1130,30,A
1210,1265,9,H
1217,1193,3,A
1233,1211,11,H
1243,1443,24,H
1253,1334,6,H
1261,1400,11,N
1281,1122,36,H
1284,1337,2,A
1291,1365,7,A
1308,1201,2,H
1309,1359,12,H
1339,1102,3,H
1364,1363,21,H
1371,1437,3,A
1383,1134,7,A
1384,1464,12,H
1385,1163,31,H
1388,1335,5,H
1402,1215,3,H
1418,1151,16,H
1429,1414,10,A
1434,1198,22,A
1462,1258,2,H
1106,1292,10,H
1109,1148,25,H
1111,1423,8,A
1116,1222,4,A
1121,1457,1,H
1123,1141,23,A
1132,1245,17,H
1156,1103,17,H
1166,1323,2,H
1177,1451,8,H
1178,1349,2,A
1181,1154,39,H
1190,1251,16,H
1191,1420,47,H
1208,1246,15,H
1220,1447,16,H
1221,1171,18,A
1227,1235,1,H
1232,1192,5,H
1248,1298,7,H
1266,1149,26,H
1272,1419,21,H
1274,1206,10,A
1275,1325,15,A
1278,1351,68,H
1279,1196,15,H
1282,1290,18,H
1296,1442,12,H
1301,1155,2,H
1314,1330,12,H
1320,1234,3,H
1321,1318,4,H
1329,1152,8,H
1337,1406,12,H
1343,1174,17,H
1345,1183,27,H
1348,1336,10,H
1362,1291,12,H
1372,1311,11,A
1379,1322,29,H
1387,1293,16,A
1393,1338,2,A
1395,1374,2,A
1397,1120,2,H
1401,1124,7,A
1417,1425,17,H
1424,1168,28,H
1433,1241,1,A
1435,1104,1,A
1444,1405,4,H
1456,1259,13,H
1112,1449,14,H
1113,1450,11,H
1114,1204,13,H
1131,1180,18,A
1133,1249,28,H
1137,1382,13,H
1147,1427,5,A
1153,1257,5,A
1161,1431,12,A
1164,1354,21,H
1175,1384,21,H
1186,1226,19,H
1199,1408,24,H
1200,1193,3,A
1218,1140,9,H
1221,1233,29,N
1225,1129,18,A
1228,1458,14,H
1242,1455,27,A
1247,1396,1,A
1250,1119,12,A
1253,1201,6,H
1256,1409,9,A
1258,1386,3,A
1263,1159,8,H
1268,1448,6,H
1269,1353,11,H
1280,1261,7,H
1285,1319,1,A
1286,1305,1,A
1308,1334,21,H
1309,1411,14,H
1310,1264,5,H
1326,1231,2,H
1352,1198,18,H
1356,1184,43,H
1361,1428,7,H
1363,1414,6,A
